ds,unique_id,y
2002-03-05,% WEIGHTED ILI,-0.22842755827459896
2002-03-05,%UNWEIGHTED ILI,-0.39628378267032494
2002-03-05,AGE 0-4,-0.8525058821876114
2002-03-05,AGE 5-24,-0.6191216912909813
2002-03-05,ILITOTAL,-0.7098448329973568
2002-03-05,NUM. OF PROVIDERS,-0.7804563358241032
2002-03-05,OT,-1.0950317342367304
2002-03-12,% WEIGHTED ILI,-0.11497941462218265
2002-03-12,%UNWEIGHTED ILI,-0.393468583465232
2002-03-12,AGE 0-4,-0.8773937862810187
2002-03-12,AGE 5-24,-0.6045161417187649
2002-03-12,ILITOTAL,-0.7200634751634584
2002-03-12,NUM. OF PROVIDERS,-0.7986932719456311
2002-03-12,OT,-1.1297421488585948
2002-03-19,% WEIGHTED ILI,0.3476502075761737
2002-03-19,%UNWEIGHTED ILI,-0.11316510705691643
2002-03-19,AGE 0-4,-0.8083650711540211
2002-03-19,AGE 5-24,-0.5515121311744313
2002-03-19,ILITOTAL,-0.6690813365304079
2002-03-19,NUM. OF PROVIDERS,-0.8392197966601375
2002-03-19,OT,-1.2125934873107085
2002-03-26,% WEIGHTED ILI,0.6827657126791008
2002-03-26,%UNWEIGHTED ILI,0.2343121503840305
2002-03-26,AGE 0-4,-0.8252700626136941
2002-03-26,AGE 5-24,-0.6615248997264481
2002-03-26,ILITOTAL,-0.7311706949092209
2002-03-26,NUM. OF PROVIDERS,-0.9263518247963262
2002-03-26,OT,-1.5267966008834968
2002-04-02,% WEIGHTED ILI,0.5263377532427945
2002-04-02,%UNWEIGHTED ILI,0.1684503912031553
2002-04-02,AGE 0-4,-0.7722071727541652
2002-04-02,AGE 5-24,-0.642207882550291
2002-04-02,ILITOTAL,-0.6864085993337977
2002-04-02,NUM. OF PROVIDERS,-0.8979832574961717
2002-04-02,OT,-1.4092042543944654
2002-04-09,% WEIGHTED ILI,-0.003192798811326617
2002-04-09,%UNWEIGHTED ILI,-0.10453704282649308
2002-04-09,AGE 0-4,-0.7534238489100842
2002-04-09,AGE 5-24,-0.5769540562357115
2002-04-09,ILITOTAL,-0.6343157387261711
2002-04-09,NUM. OF PROVIDERS,-0.8027459244170818
2002-04-09,OT,-1.1324649627983356
2002-04-16,% WEIGHTED ILI,0.2629367218895641
2002-04-16,%UNWEIGHTED ILI,0.09138865740695724
2002-04-16,AGE 0-4,-0.71303970264531
2002-04-16,AGE 5-24,-0.4586962193767984
2002-04-16,ILITOTAL,-0.5815564449337988
2002-04-16,NUM. OF PROVIDERS,-0.8513777540744895
2002-04-16,OT,-1.1454147183415977
2002-04-23,% WEIGHTED ILI,0.6849729383901931
2002-04-23,%UNWEIGHTED ILI,0.6148245540526408
2002-04-23,AGE 0-4,-0.6102010045989666
2002-04-23,AGE 5-24,-0.17600816314035272
2002-04-23,ILITOTAL,-0.4158367263270207
2002-04-23,NUM. OF PROVIDERS,-0.8007195981813564
2002-04-23,OT,-1.1278628390767511
2002-04-30,% WEIGHTED ILI,0.9765222061180918
2002-04-30,%UNWEIGHTED ILI,1.004382088500577
2002-04-30,AGE 0-4,-0.5923568469470898
2002-04-30,AGE 5-24,0.07511306014968985
2002-04-30,ILITOTAL,-0.26222387724312385
2002-04-30,NUM. OF PROVIDERS,-0.8878516263175451
2002-04-30,OT,-1.0780261659549784
2002-05-07,% WEIGHTED ILI,1.2097062360390252
2002-05-07,%UNWEIGHTED ILI,1.2652832814984842
2002-05-07,AGE 0-4,-0.5007881432071949
2002-05-07,AGE 5-24,0.16533766476515546
2002-05-07,ILITOTAL,-0.18414012243041275
2002-05-07,NUM. OF PROVIDERS,-0.8777199951389185
2002-05-07,OT,-1.0833494201742468
2002-05-14,% WEIGHTED ILI,1.082998448631412
2002-05-14,%UNWEIGHTED ILI,1.1339768296856363
2002-05-14,AGE 0-4,-0.5186323008590719
2002-05-14,AGE 5-24,0.11280480098121595
2002-05-14,ILITOTAL,-0.19891272469227697
2002-05-14,NUM. OF PROVIDERS,-0.849351427838764
2002-05-14,OT,-1.048800713603378
2002-05-21,% WEIGHTED ILI,1.1893850989571972
2002-05-21,%UNWEIGHTED ILI,1.1185975006948516
2002-05-21,AGE 0-4,-0.4594648307502168
2002-05-21,AGE 5-24,-0.013226957424199418
2002-05-21,ILITOTAL,-0.2456741198219376
2002-05-21,NUM. OF PROVIDERS,-0.9141938673819744
2002-05-21,OT,-1.1036328543545633
2002-05-28,% WEIGHTED ILI,0.5772586947400239
2002-05-28,%UNWEIGHTED ILI,0.5292911559818578
2002-05-28,AGE 0-4,-0.6275755791547416
2002-05-28,AGE 5-24,-0.2737711159221235
2002-05-28,ILITOTAL,-0.42583322409820706
2002-05-28,NUM. OF PROVIDERS,-0.9425624346821287
2002-05-28,OT,-1.1011285648080602
2002-06-04,% WEIGHTED ILI,0.3211227753214589
2002-06-04,%UNWEIGHTED ILI,0.2056301362605386
2002-06-04,AGE 0-4,-0.7783117530034915
2002-06-04,AGE 5-24,-0.3868463384167018
2002-06-04,ILITOTAL,-0.5542326843592227
2002-06-04,NUM. OF PROVIDERS,-0.9790363069251844
2002-06-04,OT,-1.1585305524237195
2002-06-11,% WEIGHTED ILI,0.21056601590313045
2002-06-11,%UNWEIGHTED ILI,0.016890145109223337
2002-06-11,AGE 0-4,-0.8417054709772648
2002-06-11,AGE 5-24,-0.4890851854222163
2002-06-11,ILITOTAL,-0.6253188907321033
2002-06-11,NUM. OF PROVIDERS,-0.9871416118680856
2002-06-11,OT,-1.194801231213301
2002-06-18,% WEIGHTED ILI,0.1615590893214239
2002-06-18,%UNWEIGHTED ILI,-0.16686242522813133
2002-06-18,AGE 0-4,-0.9088558537198544
2002-06-18,AGE 5-24,-0.5710647217307855
2002-06-18,ILITOTAL,-0.7167313092397296
2002-06-18,NUM. OF PROVIDERS,-1.0681946612970985
2002-06-18,OT,-1.2976213287194691
2002-06-25,% WEIGHTED ILI,-0.2664960932327004
2002-06-25,%UNWEIGHTED ILI,-0.4207603757590486
2002-06-25,AGE 0-4,-0.9619187435793832
2002-06-25,AGE 5-24,-0.6429146026908822
2002-06-25,ILITOTAL,-0.7775988734465087
2002-06-25,NUM. OF PROVIDERS,-1.1087211860116049
2002-06-25,OT,-1.2880543307835255
2002-07-02,% WEIGHTED ILI,-0.4116435817839038
2002-07-02,%UNWEIGHTED ILI,-0.570061511379758
2002-07-02,AGE 0-4,-1.017329548919422
2002-07-02,AGE 5-24,-0.6829620773243786
2002-07-02,ILITOTAL,-0.823249546601593
2002-07-02,NUM. OF PROVIDERS,-1.1776162780262656
2002-07-02,OT,-1.316742213127761
2002-07-09,% WEIGHTED ILI,-0.43988141034610695
2002-07-09,%UNWEIGHTED ILI,-0.5555076266003429
2002-07-09,AGE 0-4,-0.9877458138649944
2002-07-09,AGE 5-24,-0.6940340261936394
2002-07-09,ILITOTAL,-0.8172516479388812
2002-07-09,NUM. OF PROVIDERS,-1.1897742354406176
2002-07-09,OT,-1.3078526408108544
2002-07-16,% WEIGHTED ILI,-0.6760097653392171
2002-07-16,%UNWEIGHTED ILI,-0.7683505887236566
2002-07-16,AGE 0-4,-1.0483220332621557
2002-07-16,AGE 5-24,-0.7552831050448693
2002-07-16,ILITOTAL,-0.8855610493753212
2002-07-16,NUM. OF PROVIDERS,-1.3235117669984886
2002-07-16,OT,-1.3813030598658853
2002-07-23,% WEIGHTED ILI,-0.6579854461560167
2002-07-23,%UNWEIGHTED ILI,-0.773229398457174
2002-07-23,AGE 0-4,-1.053487447319278
2002-07-23,AGE 5-24,-0.7625858798309775
2002-07-23,ILITOTAL,-0.8880046377193891
2002-07-23,NUM. OF PROVIDERS,-1.2971695259340594
2002-07-23,OT,-1.3877101950756126
2002-07-30,% WEIGHTED ILI,-0.8535326125678816
2002-07-30,%UNWEIGHTED ILI,-0.9380219497036858
2002-07-30,AGE 0-4,-1.1258032441189898
2002-07-30,AGE 5-24,-0.7776625761635879
2002-07-30,ILITOTAL,-0.9291013507787106
2002-07-30,NUM. OF PROVIDERS,-1.3518803342986432
2002-07-30,OT,-1.4126438283440257
2002-08-06,% WEIGHTED ILI,-0.8720773809132176
2002-08-06,%UNWEIGHTED ILI,-0.9306329206789606
2002-08-06,AGE 0-4,-1.1539782298851111
2002-08-06,AGE 5-24,-0.7713020948982678
2002-08-06,ILITOTAL,-0.9368764046007444
2002-08-06,NUM. OF PROVIDERS,-1.4369860361991065
2002-08-06,OT,-1.4703998254767303
2002-08-13,% WEIGHTED ILI,-0.8245943359940403
2002-08-13,%UNWEIGHTED ILI,-0.9764589766282818
2002-08-13,AGE 0-4,-1.1384819877137444
2002-08-13,AGE 5-24,-0.8155898903753109
2002-08-13,ILITOTAL,-0.9556476059710832
2002-08-13,NUM. OF PROVIDERS,-1.5707235677569773
2002-08-13,OT,-1.5345454758677033
2002-08-20,% WEIGHTED ILI,-0.8327423382131426
2002-08-20,%UNWEIGHTED ILI,-0.8144851001414369
2002-08-20,AGE 0-4,-1.130968658176112
2002-08-20,AGE 5-24,-0.8205369313594488
2002-08-20,ILITOTAL,-0.9663105369270152
2002-08-20,NUM. OF PROVIDERS,-1.8564355669942472
2002-08-20,OT,-1.7390231211080145
2002-08-27,% WEIGHTED ILI,-0.7743502227499172
2002-08-27,%UNWEIGHTED ILI,-0.7990892622664247
2002-08-27,AGE 0-4,-1.1549173960773154
2002-08-27,AGE 5-24,-0.83396461403068
2002-08-27,ILITOTAL,-0.9773066844753204
2002-08-27,NUM. OF PROVIDERS,-1.8827778080586763
2002-08-27,OT,-1.8031163256446103
2002-09-03,% WEIGHTED ILI,-0.8291358454276384
2002-09-03,%UNWEIGHTED ILI,-0.8676411006877218
2002-09-03,AGE 0-4,-1.1605523932305395
2002-09-03,AGE 5-24,-0.8363203478326504
2002-09-03,ILITOTAL,-0.9859703158770152
2002-09-03,NUM. OF PROVIDERS,-1.9820677936092168
2002-09-03,OT,-1.8117392982017668
2002-09-10,% WEIGHTED ILI,-0.9356715445745049
2002-09-10,%UNWEIGHTED ILI,-0.795705809888452
2002-09-10,AGE 0-4,-1.1619611425188456
2002-09-10,AGE 5-24,-0.8382049348742266
2002-09-10,ILITOTAL,-0.9796392006219304
2002-09-10,NUM. OF PROVIDERS,-1.9881467723163928
2002-09-10,OT,-1.816402608753458
2002-09-17,% WEIGHTED ILI,-0.9912643114144742
2002-09-17,%UNWEIGHTED ILI,-0.9764633210714994
2002-09-17,AGE 0-4,-1.1896665451888648
2002-09-17,AGE 5-24,-0.8532816312068371
2002-09-17,ILITOTAL,-1.0015204235210828
2002-09-17,NUM. OF PROVIDERS,-2.026646970795174
2002-09-17,OT,-1.84224530349774
2002-09-24,% WEIGHTED ILI,-1.0505857422047684
2002-09-24,%UNWEIGHTED ILI,-0.9509371105013708
2002-09-24,AGE 0-4,-1.1976494578225996
2002-09-24,AGE 5-24,-0.8530460578266401
2002-09-24,ILITOTAL,-0.9995211239668456
2002-09-24,NUM. OF PROVIDERS,-2.026646970795174
2002-09-24,OT,-1.844504845723817
2002-10-01,% WEIGHTED ILI,-1.0936022093381046
2002-10-01,%UNWEIGHTED ILI,-1.0590920244069042
2002-10-01,AGE 0-4,-1.2037540380719258
2002-10-01,AGE 5-24,-0.8608199793731424
2002-10-01,ILITOTAL,-1.0131830042541334
2002-10-01,NUM. OF PROVIDERS,-2.0509628856238784
2002-10-01,OT,-1.8746349890634209
2002-10-08,% WEIGHTED ILI,-1.0524052780861637
2002-10-08,%UNWEIGHTED ILI,-0.9610518432009034
2002-10-08,AGE 0-4,-1.190605711381069
2002-10-08,AGE 5-24,-0.8490413103632904
2002-10-08,ILITOTAL,-0.9995211239668456
2002-10-08,NUM. OF PROVIDERS,-2.0550155380953283
2002-10-08,OT,-1.8384779429583233
2002-10-15,% WEIGHTED ILI,-1.0306058699100062
2002-10-15,%UNWEIGHTED ILI,-1.0304438969405108
2002-10-15,AGE 0-4,-1.2089194521290478
2002-10-15,AGE 5-24,-0.8591709657117631
2002-10-15,ILITOTAL,-1.007962610973625
2002-10-15,NUM. OF PROVIDERS,-2.0691998217454057
2002-10-15,OT,-1.8532458214533216
2002-10-22,% WEIGHTED ILI,-1.0481301017918745
2002-10-22,%UNWEIGHTED ILI,-0.9729113042966788
2002-10-22,AGE 0-4,-1.2023452887836197
2002-10-22,AGE 5-24,-0.8495124571236845
2002-10-22,ILITOTAL,-1.0018536401134557
2002-10-22,NUM. OF PROVIDERS,-2.0671734955096803
2002-10-22,OT,-1.8466463847775452
2002-10-29,% WEIGHTED ILI,-1.1304677655599389
2002-10-29,%UNWEIGHTED ILI,-1.0472508099726436
2002-10-29,AGE 0-4,-1.207980285936844
2002-10-29,AGE 5-24,-0.8539883513474282
2002-10-29,ILITOTAL,-1.0084068997634557
2002-10-29,NUM. OF PROVIDERS,-2.0914894103383843
2002-10-29,OT,-1.84505989768264
2002-11-05,% WEIGHTED ILI,-0.9894301149933008
2002-11-05,%UNWEIGHTED ILI,-0.9350460060995368
2002-11-05,AGE 0-4,-1.1910752944771712
2002-11-05,AGE 5-24,-0.852810484446443
2002-11-05,ILITOTAL,-0.9992989795719304
2002-11-05,NUM. OF PROVIDERS,-2.0813577791597577
2002-11-05,OT,-1.852148828999269
2002-11-12,% WEIGHTED ILI,-1.0157628878587346
2002-11-12,%UNWEIGHTED ILI,-0.9560322735071312
2002-11-12,AGE 0-4,-1.1985886240148036
2002-11-12,AGE 5-24,-0.8513970441652609
2002-11-12,ILITOTAL,-1.001742567915998
2002-11-12,NUM. OF PROVIDERS,-2.1056736939884613
2002-11-12,OT,-1.8558244092935257
2002-11-19,% WEIGHTED ILI,-0.9752533730275174
2002-11-19,%UNWEIGHTED ILI,-0.9290020166950228
2002-11-19,AGE 0-4,-1.1802748832668246
2002-11-19,AGE 5-24,-0.8483345902226993
2002-11-19,ILITOTAL,-0.9985214741897268
2002-11-19,NUM. OF PROVIDERS,-2.1178316514028133
2002-11-19,OT,-1.8506890860524416
2002-11-26,% WEIGHTED ILI,-1.017916358257306
2002-11-26,%UNWEIGHTED ILI,-0.9114487283180828
2002-11-26,AGE 0-4,-1.1769878015941104
2002-11-26,AGE 5-24,-0.8457432830405319
2002-11-26,ILITOTAL,-0.9970775356227776
2002-11-26,NUM. OF PROVIDERS,-2.1198579776385387
2002-11-26,OT,-1.8514670328923677
2002-12-03,% WEIGHTED ILI,-0.8179083153806246
2002-12-03,%UNWEIGHTED ILI,-0.7974053560752302
2002-12-03,AGE 0-4,-1.1718223875369882
2002-12-03,AGE 5-24,-0.8393828017752119
2002-12-03,ILITOTAL,-0.9908574925651508
2002-12-03,NUM. OF PROVIDERS,-2.1299896088171653
2002-12-03,OT,-1.8712478609682373
2002-12-10,% WEIGHTED ILI,-0.9434538477735774
2002-12-10,%UNWEIGHTED ILI,-0.9308857672742328
2002-12-10,AGE 0-4,-1.186849046612253
2002-12-10,AGE 5-24,-0.8389116550148178
2002-12-10,ILITOTAL,-0.9957446692532862
2002-12-10,NUM. OF PROVIDERS,-2.1380949137600664
2002-12-10,OT,-1.8325515614137189
2002-12-17,% WEIGHTED ILI,-0.8844932291567199
2002-12-17,%UNWEIGHTED ILI,-0.9329076711477672
2002-12-17,AGE 0-4,-1.1910752944771712
2002-12-17,AGE 5-24,-0.8391472283950149
2002-12-17,ILITOTAL,-0.9972996800176931
2002-12-17,NUM. OF PROVIDERS,-2.1441738924672418
2002-12-17,OT,-1.8409734915290967
2002-12-24,% WEIGHTED ILI,-0.8068396078478774
2002-12-24,%UNWEIGHTED ILI,-0.8363767495156078
2002-12-24,AGE 0-4,-1.1915448775732729
2002-12-24,AGE 5-24,-0.8301954399475274
2002-12-24,ILITOTAL,-0.989302481800744
2002-12-24,NUM. OF PROVIDERS,-2.1360685875243406
2002-12-24,OT,-1.8459034018405376
2002-12-31,% WEIGHTED ILI,-0.6972789506600529
2002-12-31,%UNWEIGHTED ILI,-0.6512652373397454
2002-12-31,AGE 0-4,-0.8755154538966106
2002-12-31,AGE 5-24,-0.6747170090174822
2002-12-31,ILITOTAL,-0.7772656568541358
2002-12-31,NUM. OF PROVIDERS,-0.9972732430467124
2002-12-31,OT,-1.0466679155253789
2003-01-07,% WEIGHTED ILI,-0.5802316444920212
2003-01-07,%UNWEIGHTED ILI,-0.5796887975502606
2003-01-07,AGE 0-4,-0.826209228805898
2003-01-07,AGE 5-24,-0.6155880905880258
2003-01-07,ILITOTAL,-0.7228402800998991
2003-01-07,NUM. OF PROVIDERS,-0.7926142932384552
2003-01-07,OT,-0.9290974214756712
2003-01-14,% WEIGHTED ILI,-0.3723533351775963
2003-01-14,%UNWEIGHTED ILI,-0.569913800310355
2003-01-14,AGE 0-4,-0.8426446371694689
2003-01-14,AGE 5-24,-0.6120544898850702
2003-01-14,ILITOTAL,-0.7118441325515941
2003-01-14,NUM. OF PROVIDERS,-0.7054822651022665
2003-01-14,OT,-0.901165633532038
2003-01-21,% WEIGHTED ILI,-0.3368015262147995
2003-01-21,%UNWEIGHTED ILI,-0.5196833478268934
2003-01-21,AGE 0-4,-0.7825380008684097
2003-01-21,AGE 5-24,-0.5597571994813277
2003-01-21,ILITOTAL,-0.6625280768804079
2003-01-21,NUM. OF PROVIDERS,-0.638613499323331
2003-01-21,OT,-0.792008328621979
2003-01-28,% WEIGHTED ILI,0.02680429452429358
2003-01-28,%UNWEIGHTED ILI,-0.2586431326460183
2003-01-28,AGE 0-4,-0.6881517985519028
2003-01-28,AGE 5-24,-0.3922645261612336
2003-01-28,ILITOTAL,-0.5275753569693925
2003-01-28,NUM. OF PROVIDERS,-0.5028496415297347
2003-01-28,OT,-0.7064866220845016
2003-02-04,% WEIGHTED ILI,0.5685112393388686
2003-02-04,%UNWEIGHTED ILI,0.0144398791344201
2003-02-04,AGE 0-4,-0.5308414613577245
2003-02-04,AGE 5-24,-0.2379639621321737
2003-02-04,ILITOTAL,-0.4053959397660038
2003-02-04,NUM. OF PROVIDERS,-0.4278755708078979
2003-02-04,OT,-0.6921601628638429
2003-02-11,% WEIGHTED ILI,0.8030065730955429
2003-02-11,%UNWEIGHTED ILI,0.6052580900871863
2003-02-11,AGE 0-4,-0.22889953056412266
2003-02-11,AGE 5-24,0.09136762338328548
2003-02-11,ILITOTAL,-0.11716358736346424
2003-02-11,NUM. OF PROVIDERS,-0.3670857837361384
2003-02-11,OT,-0.6349024013477199
2003-02-18,% WEIGHTED ILI,1.6222619701495749
2003-02-18,%UNWEIGHTED ILI,1.2157566288162958
2003-02-18,AGE 0-4,-0.0523362864297614
2003-02-18,AGE 5-24,0.4567419360688915
2003-02-18,ILITOTAL,0.18895138882975315
2003-02-18,NUM. OF PROVIDERS,-0.3914016985648422
2003-02-18,OT,-0.5915646436808341
2003-02-25,% WEIGHTED ILI,2.287703870694462
2003-02-25,%UNWEIGHTED ILI,2.256832934855203
2003-02-25,AGE 0-4,0.2697977174962275
2003-02-25,AGE 5-24,0.2798263275409159
2003-02-25,ILITOTAL,0.2557057795017864
2003-02-25,NUM. OF PROVIDERS,-0.4136912871578207
2003-02-25,OT,-0.9661110832022604
2003-03-04,% WEIGHTED ILI,2.980104874943096
2003-03-04,%UNWEIGHTED ILI,2.7108359399950333
2003-03-04,AGE 0-4,0.9680677813999382
2003-03-04,AGE 5-24,0.9592199560291736
2003-03-04,ILITOTAL,1.0560920343814395
2003-03-04,NUM. OF PROVIDERS,-0.2698221244213231
2003-03-04,OT,-0.44297242676711296
2003-03-11,% WEIGHTED ILI,4.599516243617537
2003-03-11,%UNWEIGHTED ILI,4.099971658866064
2003-03-11,AGE 0-4,1.8537015006483568
2003-03-11,AGE 5-24,1.8386153843047168
2003-03-11,ILITOTAL,1.7240802298916027
2003-03-11,NUM. OF PROVIDERS,-0.3022433441929282
2003-03-11,OT,-0.4604762306654469
2003-03-18,% WEIGHTED ILI,4.67576733995424
2003-03-18,%UNWEIGHTED ILI,4.480796862446352
2003-03-18,AGE 0-4,1.76635904477338
2003-03-18,AGE 5-24,1.438376211349949
2003-03-18,ILITOTAL,1.583796044502621
2003-03-18,NUM. OF PROVIDERS,-0.35290150008606114
2003-03-18,OT,-0.6491589327625428
2003-03-25,% WEIGHTED ILI,4.7954950814784345
2003-03-25,%UNWEIGHTED ILI,4.652506636184143
2003-03-25,AGE 0-4,1.250756805253357
2003-03-25,AGE 5-24,0.35002719483963324
2003-03-25,ILITOTAL,0.7747461582212729
2003-03-25,NUM. OF PROVIDERS,-0.4055859822149194
2003-03-25,OT,-1.141944550976984
2003-04-01,% WEIGHTED ILI,2.769522510513975
2003-04-01,%UNWEIGHTED ILI,2.4682856751488407
2003-04-01,AGE 0-4,0.33741768333491906
2003-04-01,AGE 5-24,-0.20050779468084468
2003-04-01,ILITOTAL,0.2101661785441597
2003-04-01,NUM. OF PROVIDERS,-0.37113843620758896
2003-04-01,OT,-1.069184669004584
2003-04-08,% WEIGHTED ILI,0.9375903282619248
2003-04-08,%UNWEIGHTED ILI,0.6151025984185758
2003-04-08,AGE 0-4,-0.3486432200701389
2003-04-08,AGE 5-24,-0.3406739558980823
2003-04-08,ILITOTAL,-0.20413311797278544
2003-04-08,NUM. OF PROVIDERS,-0.3285855852573573
2003-04-08,OT,-0.7835426936279534
2003-04-15,% WEIGHTED ILI,0.2965989501698025
2003-04-15,%UNWEIGHTED ILI,0.08571481456459412
2003-04-15,AGE 0-4,-0.4665085771917472
2003-04-15,AGE 5-24,-0.4447973899451732
2003-04-15,ILITOTAL,-0.4283878846397324
2003-04-15,NUM. OF PROVIDERS,-0.3670857837361384
2003-04-15,OT,-0.808607441532309
2003-04-22,% WEIGHTED ILI,0.11958922183338434
2003-04-22,%UNWEIGHTED ILI,0.0013978605947773655
2003-04-22,AGE 0-4,-0.4467860871554621
2003-04-22,AGE 5-24,-0.5043974551350238
2003-04-22,ILITOTAL,-0.4974747914583758
2003-04-22,NUM. OF PROVIDERS,-0.4825863791724815
2003-04-22,OT,-0.8909474329042466
2003-04-29,% WEIGHTED ILI,0.0297038235027025
2003-04-29,%UNWEIGHTED ILI,-0.14589614225933822
2003-04-29,AGE 0-4,-0.5566685316433359
2003-04-29,AGE 5-24,-0.5187674313270431
2003-04-29,ILITOTAL,-0.5557876951236295
2003-04-29,NUM. OF PROVIDERS,-0.5089286202369107
2003-04-29,OT,-0.9005100603523251
2003-05-06,% WEIGHTED ILI,-0.2281506369676723
2003-05-06,%UNWEIGHTED ILI,-0.2368079610336781
2003-05-06,AGE 0-4,-0.5721647738147027
2003-05-06,AGE 5-24,-0.5411469024457617
2003-05-06,ILITOTAL,-0.5763360516532903
2003-05-06,NUM. OF PROVIDERS,-0.543376166244241
2003-05-06,OT,-0.8652839281624197
2003-05-13,% WEIGHTED ILI,-0.29505156682343703
2003-05-13,%UNWEIGHTED ILI,-0.3355137109406361
2003-05-13,AGE 0-4,-0.5881305990821715
2003-05-13,AGE 5-24,-0.5767184828555144
2003-05-13,ILITOTAL,-0.6237638799676967
2003-05-13,NUM. OF PROVIDERS,-0.6811663502735626
2003-05-13,OT,-0.8953703666233761
2003-05-20,% WEIGHTED ILI,-0.3541416868750044
2003-05-20,%UNWEIGHTED ILI,-0.35029350676737336
2003-05-20,AGE 0-4,-0.6440109875183124
2003-05-20,AGE 5-24,-0.5866125648237901
2003-05-20,ILITOTAL,-0.6385364822295608
2003-05-20,NUM. OF PROVIDERS,-0.644692478030507
2003-05-20,OT,-0.9234070462757636
2003-05-27,% WEIGHTED ILI,-0.5320310475981308
2003-05-27,%UNWEIGHTED ILI,-0.5851367293453013
2003-05-27,AGE 0-4,-0.8060171556735111
2003-05-27,AGE 5-24,-0.6377319883265473
2003-05-27,ILITOTAL,-0.7246174352592211
2003-05-27,NUM. OF PROVIDERS,-0.7581667472311248
2003-05-27,OT,-0.9284112548809051
2003-06-03,% WEIGHTED ILI,-0.6094240370886894
2003-06-03,%UNWEIGHTED ILI,-0.6083013005822686
2003-06-03,AGE 0-4,-0.8205742316526737
2003-06-03,AGE 5-24,-0.6678853809917682
2003-06-03,ILITOTAL,-0.7437218532219327
2003-06-03,NUM. OF PROVIDERS,-0.8675883639602919
2003-06-03,OT,-0.9703897908218532
2003-06-10,% WEIGHTED ILI,-0.5802968024465923
2003-06-10,%UNWEIGHTED ILI,-0.5716602664838848
2003-06-10,AGE 0-4,-0.8426446371694689
2003-06-10,AGE 5-24,-0.6730679953561031
2003-06-10,ILITOTAL,-0.7477204523304073
2003-06-10,NUM. OF PROVIDERS,-0.8615093852531159
